,cd-num,haiku,writer,kigo,season
2699,2880,二人して何もつくらず昼寝覚,鈴木六林男,昼寝覚,夏
2700,2881,花篝戦争の闇よみがえり,鈴木六林男,花篝,春
2701,2882,世の寒さ鳰の潜るを視て足りぬ,沢木欣一,鳰,冬
2702,2883,天の川柱のごとく見て眠る,沢木欣一,天の川,秋
2703,2884,春近し雪にて拭う靴の泥,沢木欣一,春近し,冬
2704,2885,白桃に奈良の闇より薮蚊来る,沢木欣一,白桃,秋
2705,2886,わが妻に永き青春桜餅,沢木欣一,桜餅,春
2706,2888,子が知れる雪野の果の屠殺場,沢木欣一,雪野,冬
2707,2889,良寛の乞食のみち田植かな,沢木欣一,田植,夏
2708,2890,伊豆の海紺さすときに桃の花,沢木欣一,桃の花,春
2709,2891,群羊の一頭として初日受く,沢木欣一,初日,新年
2710,2892,赤富士の胸乳ゆたかに麦の秋,沢木欣一,麦の秋,夏
2711,2893,秋風をきくみほとけのくすりゆび,沢木欣一,秋風,秋
2712,2894,立冬のことに草木のかがやける,沢木欣一,立冬,冬
2713,2895,八雲わけ大白鳥の行方かな,沢木欣一,白鳥,冬
2714,2896,上官を殴打する夢四月馬鹿,沢木欣一,四月馬鹿,春
2715,2897,流人墓地寒潮の日の高かりき,石原八束,寒潮,冬
2716,2898,原爆地子がかげろふに消えゆけり,石原八束,陽炎,春
2717,2899,霧の中「受胎告知」の目を見たり,石原八束,霧,秋
2718,2900,血を喀いて眼玉の乾く油照,石原八束,油照,夏
2719,2901,月光を炎えさかのぼる海の蝶,石原八束,蝶,春
2720,2902,雪の上を死がかがやきて通りけり,石原八束,雪,冬
2721,2903,鍵穴に雪のささやく子の目覚め,石原八束,雪,冬
2722,2904,パイプもてうちはらふ万愚節の雪,石原八束,万愚節,春
2723,2905,素顔さへ仮面にみゆる謝肉祭,石原八束,謝肉祭,春
2724,2906,くらがりに歳月を負ふ冬帽子,石原八束,冬,冬
2725,2907,身を鎧ふ才覚はなし木の葉髪,石原八束,木の葉髪,冬
2726,2908,風船をつれコスモスの中帰る,石原八束,コスモス,秋
2727,2909,死は春の空の渚に遊ぶべし,石原八束,春の空,春
2728,2910,悪玉が笑へり赫き盆の月,石原八束,盆の月,秋
2729,2911,鰯雲しづかにほろぶ刻の影,石原八束,鰯雲,秋
2730,2912,落葉焚きゐてさざなみを感じをり,石原八束,落葉焚,冬
2731,2913,湯豆腐やいとぐち何もなかりけり,石原八束,湯豆腐,冬
2732,2914,仁王の眼を啄木鳥がたたけり高野谿,石原八束,啄木鳥,秋
2733,2915,一之町二之町三之町時雨,石原八束,時雨,冬
2734,2916,霧迅しノートルダムが動きくる,石原八束,霧,秋
2735,2917,枯れきつて胸に棲みつく怒りの虫,石原八束,枯れ,冬
2736,2918,達治亡きあとはふらここ宙返り,石原八束,ふらここ,春
2737,2919,黒凍みの道夜に入りて雪嶺顕つ,石原八束,雪領,冬
2738,2920,闇ふかき天に流燈のぼりゆく,石原八束,流燈,秋
2739,2921,流人墓地みな壊えてをり鰤起し,石原八束,鰤起し,冬
2740,2922,妻あるも地獄妻亡し年の暮,石原八束,年の暮,冬
2741,2923,かげろふや丘に群がる兵の霊,石原八束,蜻蛉,春
2742,2924,煮凝やいつも胸には風の音,石原八束,煮凝,冬
2743,2925,白炎をひいて流氷帰りけり,石原八束,流氷,春
2744,2926,コンコルド広場の釣瓶落しかな,石原八束,釣瓶落し,秋
2745,2927,谷川の音天にある桜かな,石原八束,桜,春
2746,2928,鼓うてば闇のしりぞく薪能,石原八束,薪能,夏
2747,2929,霜柱はがねのこゑをはなちけり,石原八束,霜柱,冬
2748,2930,彼の世より光をひいて天の川,石原八束,天の川,秋
2749,2931,さよならをくりかへしゐる走馬燈,石原八束,走馬燈,夏
2750,2932,亀鳴くは己の拙を泣くごとし,石原八束,亀鳴く,春
2751,2933,雁立ちの目隠し雪や信濃川,石原八束,雁,秋
2752,2934,昼寝覚めれば誰かが死んでをり,石原八束,昼寝覚,夏
2753,2935,崩れむとして白牡丹羽ひらく,石原八束,牡丹,夏
2754,2936,躓いてひとり笑ひて麦茶かな,石原八束,麦茶,夏
2755,2937,心臓と同じくらゐの海鼠かな,石原八束,海鼠,冬
2756,2938,ナイル河の金の睡蓮ひらきけり,石原八束,睡蓮,夏
2757,2939,身の鬼を扇ぎてゐたる団扇かな,石原八束,団扇,夏
2758,2940,板山葵に銚子二本の晦日蕎麦,石原八束,晦日蕎麦,冬
2759,2941,光りつつ沖より時雨来たりけり,石原八束,時雨,冬
2760,2942,わが詩の仮幻に消ゆる胡沙の秋,石原八束,秋,秋
2761,2943,陽関の涯て泉あり寄れば逃ぐ,石原八束,泉,夏
2762,2944,雪の降る遠き世赤く燃えてをり,石原八束,雪,冬
2763,2945,雁も船も海峡わたるとき迅し,石原八束,雁,秋
2764,2946,炉にゐるや別の己が北風を行き,松崎鉄之介,北風,冬
2765,2947,金獲たり本の神田の雁高し,松崎鉄之介,雁,秋
2766,2948,ひとりづつ死し二体づつ橇にて運ぶ,松崎鉄之介,橇,冬
2767,2949,殺戮もて終へし青春鵙猛る,松崎鉄之介,鵙猛る,秋
2768,2950,金を掘りたのしみうすく雪に住む,松崎鉄之介,雪,冬
2769,2951,ただ灼けて玄奘の道つづきけり,松崎鉄之介,灼け,夏
2770,2952,人間に退屈しをり葱坊主,松崎鉄之介,葱坊主,春
2771,2953,除夜の湯に肌触れあへり生くるべし,村越化石,除夜,冬
2772,2954,闘うて鷹のゑぐりし深雪なり,村越化石,深雪,冬
2773,2955,ふと覚めし雪夜一生見えにけり,村越化石,雪夜,冬
2774,2956,小春日や杖一本の旅ごころ,村越化石,小春日,冬
2775,2957,山眠り火種のごとく妻が居り,村越化石,山眠る,冬
2776,2958,われ病めり今宵一匹の蜘蛛も宥さず,野澤節子,蜘蛛,夏
2777,2959,遠ちの枯木桜と知れば日々待たる,野澤節子,枯木,冬
2778,2960,冬の日や臥して見あぐる琴の丈,野澤節子,冬の日,冬
2779,2961,春昼のゆびとどまれば琴も止む,野澤節子,春昼,春
2780,2962,春曙何すべくして目覚めけむ,野澤節子,春曙,春
2781,2963,天地の息合ひて激し雪降らす,野澤節子,雪,冬
2782,2964,春灯にひとりの奈落ありて座す,野澤節子,春灯,春
2783,2965,幸福といふ語被せられ餅焦がす,野澤節子,餅,冬
2784,2966,春暁をまだ胎内の眠たさに,野澤節子,春暁,春
2785,2967,はじめての雪闇に降り闇にやむ,野澤節子,雪,冬
2786,2968,せつせつと眼まで濡らして髪洗ふ,野澤節子,髪洗う,夏
2787,2969,炎昼の胎児ゆすりつ友来る,野澤節子,炎昼,夏
2788,2970,天日も鬣吹かれ冬怒濤,野澤節子,冬怒濤,冬
2789,2971,をさなくて蛍袋のなかに栖む,野澤節子,蛍袋,夏
2790,2972,さきみちてさくらあをざめゐたるかな,野澤節子,桜,春
2791,2973,野分中いのち小さく浪の上,野澤節子,野分,秋
2792,2974,大寺の月の柱の影に入る,野澤節子,月,秋
2793,2975,身のうちへ落花つもりてゆくばかり,野澤節子,落花,春
2794,2976,木の卓にレモンまろべりほととぎす,草間時彦,時鳥,夏
2795,2977,冬薔薇や賞与劣りし一詩人,草間時彦,冬薔薇,冬
2796,2978,秋鯖や上司罵るために酔ふ,草間時彦,秋鯖,秋
2797,2979,運動会授乳の母をはづかしがる,草間時彦,運動会,秋
2798,2980,公魚をさみしき顔となりて喰ふ,草間時彦,公魚,春
2799,2981,まつくらな海がうしろに切子かな,草間時彦,切子,秋
2800,2982,茶が咲いて肩のほとりの日暮かな,草間時彦,茶の花,冬
2801,2983,足もとはもうまつくらや秋の暮,草間時彦,秋の暮,秋
2802,2984,顔入れて顔ずたずたや青芒,草間時彦,青芒,夏
2803,2985,大粒の雨が来さうよ鱧の皮,草間時彦,鱧の皮,夏
2804,2986,甚平や一誌持たねば仰がれず,草間時彦,甚平,夏
2805,2987,好色の父の遺せし上布かな,草間時彦,上布,夏
2806,2988,さくらしべ降る歳月の上にかな,草間時彦,桜蘂降る,春
2807,2989,色欲もいまは大切柚子の花,草間時彦,柚子の花,夏
2808,2990,さうめんや妻は歌舞伎へ行きて留守,草間時彦,素麺,夏
2809,2991,酔ふことを急いでゐたり霜の声,草間時彦,霜,冬
2810,2992,萌えつきし多摩ほとりなる暮春かな,飯田龍太,暮春,春
2811,2993,春の鳶寄りわかれては高みつつ,飯田龍太,春の鳶,春
2812,2994,野に住めば流人のおもひ初つばめ,飯田龍太,初燕,春
2813,2995,黒揚羽九月の樹間透きとほり,飯田龍太,九月,秋
2814,2996,鶏毟るべく冬川に出でにけり,飯田龍太,冬川,冬
2815,2997,凍光や帰省す尿を大胆に,飯田龍太,凍光,冬
2816,2998,紺絣春月重く出でしかな,飯田龍太,春月,春
2817,2999,わが息のわが身に通ひ渡り鳥,飯田龍太,渡り鳥,秋
2818,3000,露の村墓域とおもふばかりなり,飯田龍太,露,秋
2819,3001,露草も露の力の花ひらく,飯田龍太,露草,秋
2820,3002,鰯雲日かげは水の音迅く,飯田龍太,鰯雲,秋
2821,3003,天つつぬけに木犀と豚にほふ,飯田龍太,木犀,秋
2822,3004,春すでに高嶺未婚のつばくらめ,飯田龍太,燕,夏
2823,3005,いきいきと三月生る雲の奧,飯田龍太,三月,春
2824,3006,満月に目をみひらいて花こぶし,飯田龍太,花辛夷,春
2825,3007,椋鳥の千羽傾く春の嶺,飯田龍太,春の山,春
2826,3008,山河はや冬かがやきて位に即けり,飯田龍太,冬,冬
2827,3009,強霜の富士や力を裾までも,飯田龍太,霜,冬
2828,3010,大寒の一戸もかくれなき故郷,飯田龍太,大寒,冬
2829,3011,雪の峰しづかに春ののぼりゆく,飯田龍太,春,春
2830,3012,竹林の月の奥より二月来る,飯田龍太,二月,春
2831,3013,渓川の身を揺りて夏来たるなり,飯田龍太,夏来る,夏
2832,3015,馬の瞳も零下に碧む峠口,飯田龍太,零下,冬
2833,3016,高き燕深き廂に少女冷ゆ,飯田龍太,冷ゆ,冬
2834,3017,夏の雲湧き人形の唇ひと粒,飯田龍太,夏の雲,夏
2835,3018,雪山のどこも動かず花にほふ,飯田龍太,雪山,冬
2836,3019,手が見えて父が落葉の山歩く,飯田龍太,落葉,冬
2837,3020,碧空に山充満す旱川,飯田龍太,旱,夏
2838,3021,紙ひとり燃ゆ忘年の山平ら,飯田龍太,忘年,冬
2839,3022,緑陰をよろこびの影すぎしのみ,飯田龍太,緑陰,夏
2840,3023,父母の亡き裏口開いて枯木山,飯田龍太,枯木,冬
2841,3024,あをあをと年越す北のうしほかな,飯田龍太,年越,冬
2842,3025,子の皿に塩ふる音もみどりの夜,飯田龍太,緑,夏
2843,3026,水鳥の夢宙にある月明り,飯田龍太,水鳥,冬
2844,3027,凧ひとつ浮かぶ小さな村の上,飯田龍太,凧,春
2845,3028,ふるさとはひとりの咳のあとの闇,飯田龍太,咳,冬
2846,3029,春暁の竹筒にある筆二本,飯田龍太,春暁,春
2847,3030,一月の川一月の谷の中,飯田龍太,一月,冬
2848,3031,雪の日暮れはいくたびも読む文のごとし,飯田龍太,雪,冬
2849,3032,風の彼方直視十里の寒暮あり,飯田龍太,寒暮,冬
2850,3033,炎天のかすみをのぼる山の鳥,飯田龍太,炎天,夏
2851,3034,沢蟹の寒暮を歩きゐる故郷,飯田龍太,寒暮,冬
2852,3035,大鯉の屍見にゆく凍の中,飯田龍太,凍つ,冬
2853,3036,ふるさとの坂八方に春の嶺,飯田龍太,春の嶺,春
2854,3037,かたつむり甲斐も信濃も雨のなか,飯田龍太,蝸牛,夏
2855,3038,朧夜のむんずと高む翌檜,飯田龍太,朧夜,春
2856,3039,白梅のあと紅梅の深空あり,飯田龍太,梅,春
2857,3040,黒猫の子のぞろぞろと月夜かな,飯田龍太,月夜,秋
2858,3041,三伏の闇はるかより露のこゑ,飯田龍太,露,秋
2859,3042,枯山の月今昔を照らしゐる,飯田龍太,月,秋
2860,3043,貝こきと噛めば朧の安房の国,飯田龍太,朧,春
2861,3044,水澄みて四方に関ある甲斐の国,飯田龍太,水澄む,夏
2862,3045,冬の雲生後三日の仔牛立つ,飯田龍太,冬の雲,冬
2863,3046,朧夜の船団北を指して消ゆ,飯田龍太,朧夜,春
2864,3047,冬晴れのとある駅より印度人,飯田龍太,冬晴れ,冬
2865,3048,梅漬の種が真赤ぞ甲斐の冬,飯田龍太,冬,冬
2866,3049,存念の色定まれり山の柿,飯田龍太,柿,秋
2867,3050,葱抜くや春の不思議な夢の後,飯田龍太,葱,冬
2868,3051,種蒔きしあとの遠目を駿河まで,飯田龍太,種蒔き,春
2869,3053,帰り花咲けば小さな山のこゑ,飯田龍太,帰り花,冬
2870,3054,裏富士の月夜の空を黄金虫,飯田龍太,黄金虫,夏
2871,3055,河豚食うて佛陀の巨体見にゆかん,飯田龍太,河豚,冬
2872,3056,鹿の子にももの見る眼ふたつづつ,飯田龍太,鹿の子,夏
2873,3057,天寿おほむね遠蟬の音に似たり,飯田龍太,蟬,夏
2874,3058,良夜かな赤子の寝息麩のごとく,飯田龍太,良夜,秋
2875,3059,初夢のなかをわが身の遍路行,飯田龍太,初夢,新年
2876,3060,鳥帰るこんにやく村の夕空を,飯田龍太,鳥帰る,春
2877,3061,朧月露国遠しと思ふとき,飯田龍太,朧月,春
2878,3062,鏡餅わけても西の遥かかな,飯田龍太,鏡餅,新年
2879,3063,龍の玉升さんと呼ぶ虚子のこゑ,飯田龍太,龍の玉,冬
2880,3064,春の夜の氷の国の手鞠唄,飯田龍太,春の夜,春
2881,3065,闇よりも山大いなる晩夏かな,飯田龍太,晩夏,夏
2882,3066,鶏鳴に露のあつまる虚空かな,飯田龍太,露,秋
2883,3067,白雲のうしろはるけき小春かな,飯田龍太,小春,冬
2884,3068,なにはともあれ山に雨山は春,飯田龍太,春,春
2885,3069,千里より一里が遠き春の闇,飯田龍太,春の闇,春
2886,3070,百千鳥雄蘂雌蘂を囃すなり,飯田龍太,百千鳥,春
2887,3071,涼風の一塊として男来る,飯田龍太,涼風,夏
2888,3072,かもめ来よ天金の書をひらくたび,三橋敏雄,鴎,冬
2889,3076,共に泳ぐ幻の鱶僕のやうに,三橋敏雄,泳ぎ,夏
2890,3077,秋の暮柱時計の内部まで,三橋敏雄,秋の暮,秋
2891,3078,昭和衰へ馬の音する夕かな,三橋敏雄,無季,無季
2892,3080,ぶらんこを昔下り立ち冬の園,三橋敏雄,冬,冬
2893,3083,絶滅のかの狼を連れあるく,三橋敏雄,狼,冬
2894,3084,天地や揚羽に乗つていま荒男,三橋敏雄,揚羽蝶,夏
2895,3085,鈴に入る玉こそよけれ春のくれ,三橋敏雄,春の暮,春
2896,3086,卓上の石炭一箇美しき,三橋敏雄,石炭,冬
2897,3087,夜枕の蕎麦殻すさぶ郡かな,三橋敏雄,蕎麦殻,秋
2898,3089,裏富士は鴎を知らず魂まつり,三橋敏雄,魂祭,秋
2899,3090,淋しさに二通りあり秋の暮,三橋敏雄,秋の暮,秋
2900,3091,戦争と畳の上の団扇かな,三橋敏雄,団扇,夏
2901,3092,汽車よりも汽船長生き春の沖,三橋敏雄,春の沖,春
2902,3094,あやまちはくりかへします秋の暮,三橋敏雄,秋の暮,秋
2903,3095,海へ去る水はるかなり金魚玉,三橋敏雄,金魚玉,夏
2904,3096,大正九年以来われ在り雲に鳥,三橋敏雄,雲鳥に,春
2905,3097,一木の沈黙永し百千鳥,三橋敏雄,百千鳥,春
2906,3098,家毎に地球の人や天の川,三橋敏雄,天の川,秋
2907,3099,いづへにも行かぬ竹の子薮の中,三橋敏雄,竹の子,夏
2908,3100,青空の奥処は暗し魂祭,三橋敏雄,魂祭,秋
2909,3101,鳥雲に美人動けばわれ動く,三橋敏雄,鳥雲に,春
2910,3102,石段のはじめは地べた秋祭,三橋敏雄,秋祭,秋
2911,3103,太陽はいつもまんまる秋暑し,三橋敏雄,秋暑し,秋
2912,3104,家に居る標札のわれ夏休,三橋敏雄,夏休,夏
2913,3105,二つ目の原爆の日も過ぎにけり,三橋敏雄,原爆の日,夏
2914,3106,観桜や昭和生れの老人と,三橋敏雄,観桜,春
2915,3107,森に入る道あり行かぬ良夜かな,三橋敏雄,良夜,秋
2916,3108,齢のみ自己新記録冬に入る,三橋敏雄,冬に入る,冬
2917,3109,黒板と黒板拭と冬休,三橋敏雄,冬休,冬
2918,3110,突つ立つてゐるおとうさんの潮干狩,三橋敏雄,潮干狩,春
2919,3111,長濤を以て音なし夏の海,三橋敏雄,夏の海,夏
2920,3112,已むを得ず日本に住みて梅雨深し,三橋敏雄,梅雨,夏
2921,3113,立ち上がる直射日光被爆者忌,三橋敏雄,被爆者忌,夏
2922,3114,われ思はざるときも我あり籠枕,三橋敏雄,籠枕,夏
2923,3115,秋風や蝶は逃げ蜂向ひくる,三橋敏雄,秋風,秋
2924,3116,本丸に立てば二の丸花の中,上村占魚,花,春
2925,3117,春の水光琳模様ゑがきつつ,上村占魚,春の水,春
2926,3118,晩涼の闇にこころの魚放つ,上村占魚,晩涼,夏
2927,3119,鯥五郎おどけ目玉をくるりんと,上村占魚,鯥五郎,春
2928,3120,天上に宴ありとや雪やまず,上村占魚,雪,冬
2929,3121,形なき子を連れあそぶ秋の山,上村占魚,秋の山,秋
2930,3122,ねんごろに恋のいのちの髪洗ふ,上村占魚,髪洗う,夏
2931,3123,わが家のけふの出来事金魚の死,上村占魚,金魚,夏
2932,3124,すぐそこに来てゐる春や春を待つ,上村占魚,春待つ,冬
2933,3125,あぢさゐの雨に女をたづねけり,上村占魚,紫陽花,夏
2934,3126,かへり見る雪山既に暮れゐたり,清崎敏郎,雪山,冬
2935,3127,梅が散るはうれんそうの畑かな,清崎敏郎,菠薐草・梅が散る,春
2936,3128,コスモスの押しよせてゐる廚口,清崎敏郎,コスモス,秋
2937,3129,春灯の衣桁に何もなかりけり,清崎敏郎,春灯,春
2938,3130,かなかなのかなかなとなく夕かな,清崎敏郎,蜩,秋
2939,3131,口まげしそれがあくびや蝶の昼,清崎敏郎,蝶,春
2940,3132,歩をゆるめつつ秋風の中にあり,清崎敏郎,秋風,秋
2941,3133,仰ぎたるところにありし返り花,清崎敏郎,返り花,冬
2942,3134,鳥日和つづきて鳥の渡るころ,清崎敏郎,鳥渡る,秋
2943,3135,立ち上りくる冬濤を闇に見し,清崎敏郎,冬,冬
2944,3136,露けさのこの辺までは径ありて,清崎敏郎,露,秋
2945,3137,まくなぎに目鼻まかして牛の貌,清崎敏郎,蠛蠓,夏
2946,3138,うすうすとしかもさだかに天の川,清崎敏郎,天の川,秋
2947,3139,山門を掘り出してある深雪かな,清崎敏郎,深雪,冬
2948,3140,蛍火と水に映れる蛍火と,清崎敏郎,蛍火,夏
2949,3141,小松宮殿下の銅像近き桜かな,高柳重信,桜,春
2950,3142,金魚玉明日は歴史の試験かな,高柳重信,金魚玉,夏
2951,3143,人恋ひてかなしきときを昼寝かな,高柳重信,昼寝,夏
2952,3144,友はみな征けりとおもふ懐手,高柳重信,懐手,冬
2953,3145,われら永く悪友たりき春火鉢,高柳重信,春火鉢,春
2954,3146,日本の夜霧の中の懐手,高柳重信,懐手,冬
2955,3147,木の葉髪無職の名刺刷り上がる,高柳重信,木の葉髪,冬
2956,3150,身をそらす虹の絶巓処刑台,高柳重信,虹,夏
2957,3151,「月光」旅館開けても開けてもドアがある,高柳重信,月光,秋
2958,3152,月下の宿帳先客の名はリラダン伯爵,高柳重信,月光,秋
2959,3156,軍鼓鳴り荒涼と秋の痣となる,高柳重信,秋,秋
2960,3164,後朝やいづこも伊豆の神無月,高柳重信,神無月,冬
2961,3167,軍隊が近づき春は来たりけり,山川蟬夫,春,春
2962,3168,葬列や数人仰ぐ渡り鳥,山川蟬夫,渡り鳥,秋
2963,3171,体内の迷路も夏か水いそぐ,山川蟬夫,夏,夏
2964,3172,思へば遠し十九の闇の蜀魂,山川蟬夫,時鳥,夏
2965,3173,鉄階にいる蜘蛛智恵をかがやかす,赤尾兜子,蜘蛛,夏
2966,3174,音楽漂う岸侵しゆく蛇の飢,赤尾兜子,蛇,夏
2967,3177,子の鼻血プールに交じり水となる,赤尾兜子,プール,夏
2968,3178,帰り花鶴折るうちに折り殺す,赤尾兜子,帰り花,冬
2969,3179,大雷雨鬱王と合ふあさの夢,赤尾兜子,雷,夏
2970,3180,空鬱々さくらは白く走るかな,赤尾兜子,桜,春
2971,3181,機関車の底まで月明か　馬盥,赤尾兜子,月,秋
2972,3182,俳句思へば泪わき出づ朝の李花,赤尾兜子,花,春
2973,3183,柿の木はみがかれすぎて山の国,赤尾兜子,柿,秋
2974,3184,ゆめ二つ全く違ふ蕗のたう,赤尾兜子,蕗の薹,春
2975,3185,ねむれねば頭中に数ふ冬の滝,赤尾兜子,冬,冬
2976,3186,まなこ澄む男ひとりやいわし雲,赤尾兜子,鰯雲,秋
2977,3187,狡休みせし吾をげんげ田に許す,津田清子,紫雲英田,春
2978,3188,薔薇の園引き返さねば出口なし,津田清子,薔薇,夏
2979,3189,ばつた跳ね島の端なること知らず,津田清子,飛蝗,秋
2980,3190,千里飛び来て白鳥の争へる,津田清子,白鳥,冬
2981,3191,氷原に鷲来て吾の生身欲る,津田清子,氷原,冬
2982,3192,無方無時無距離砂漠の夜が明けて,津田清子,無季,無季
2983,3195,いなびかり海の花道誰か来る,津田清子,稲光,秋
2984,3196,学校が好き朝顔に水をやる,津田清子,朝顔,夏
2985,3197,春の河盲目の水碧く厚く,津田清子,春,春
2986,3198,貌が棲む芒の中の捨て鏡,中村苑子,芒,秋
2987,3200,死にそびれ糸遊はいと遊ぶかな,中村苑子,糸遊,春
2988,3202,人妻に春の喇叭が遠く鳴る,中村苑子,春,春
2989,3203,桃の世へ洞窟を出でて水奔る,中村苑子,桃,秋
2990,3204,桃の木や童子童女が鈴鳴りに,中村苑子,桃の木,秋
2991,3205,如月も尽きたる富士の疲れかな,中村苑子,如月,春
2992,3207,凧なにもて死なむあがるべし,中村苑子,凧,春
2993,3208,春の日やあの世この世と馬車を駆り,中村苑子,春の日,春
2994,3210,昨日から木となり春の丘に立つ,中村苑子,春,春
2995,3211,わが春も春の木馬も傷みたり,中村苑子,春,春
2996,3212,翁かの桃の遊びをせむと言ふ,中村苑子,桃,秋
2997,3213,地の春に水の絶景はじまりぬ,中村苑子,春,春
2998,3214,桃のなか別の昔が夕焼けて,中村苑子,桃,秋
2999,3215,すれ違ふ春の峠の樽と樽,中村苑子,春,春
3000,3216,蟬の穴覗く故郷を見尽して,中村苑子,蟬,夏
3001,3217,わが墓を止り木とせよ春の鳥,中村苑子,春の鳥,春
3002,3218,胎内の水音聴いてゐる立夏,中村苑子,立夏,夏
3003,3219,晩年は桜ふぶきといふべかり,中村苑子,桜,春
3004,3220,死なば死螢生きてゐしかば火の螢,中村苑子,蛍,夏
3005,3221,余命とは暮春に似たり遠眼鏡,中村苑子,暮春,春
3006,3222,遠しとは常世か黄泉か冬霞,中村苑子,冬霞,冬
3007,3223,うしろ手に閉めし障子の内と外,中村苑子,障子,冬
3008,3224,俗名と戒名睦む小春かな,中村苑子,小春,冬
3009,3225,凧一つ貌のごときが冬空に,中村苑子,凧,春
3010,3226,冬うらら海賊船は壜の中,中村苑子,冬麗,冬
3011,3227,振り向けばふるさと白く夕霰,中村苑子,霰,冬
3012,3228,生前も死後も泉へ水飲みに,中村苑子,泉,夏
3013,3229,泉の底に一本の匙夏了る,飯島晴子,夏,夏
3014,3230,旅客機閉ざす秋風のアラブ服が最後,飯島晴子,秋風,秋
3015,3231,うすうすと稲の花さく黄泉の道,飯島晴子,稲の花,秋
3016,3232,これ着ると梟が啼くめくら縞,飯島晴子,梟,冬
3017,3233,ねんねこから片手でてゐる冬霞,飯島晴子,冬霞,冬
3018,3234,吊柿鳥に顎なき夕べかな,飯島晴子,吊柿,秋
3019,3235,樹のそばの現世や鶴の胸うごき,飯島晴子,鶴,冬
3020,3236,紅梅であつたかもしれぬ荒地の橋,飯島晴子,梅,春
3021,3237,玉葱はいま深海に近づけり,飯島晴子,玉葱,夏
3022,3238,さるすべりしろばなちらす夢違い,飯島晴子,百日紅,夏
3023,3239,天網は冬の菫の匂かな,飯島晴子,冬,冬
3024,3240,孔子一行衣服で赭い梨を拭き,飯島晴子,梨,秋
3025,3241,人の身にかつと日当る葛の花,飯島晴子,葛の花,秋
3026,3242,萩を刈る一個の固き頭なり,飯島晴子,萩,秋
3027,3243,友の棲む氷の島の見えて来し,飯島晴子,氷,冬
3028,3244,筍をゆがく焔の快楽かな,飯島晴子,筍,夏
3029,3245,うしろからいぼたのむしと教へらる,飯島晴子,水虫蠟,春
3030,3246,さきほどのひとは盥に冷えてをりぬ,飯島晴子,冷ゆ,冬
3031,3247,箱庭の草心外にそよぎをり,飯島晴子,箱庭,夏
3032,3248,うたたねの泪大事に茄子の花,飯島晴子,茄子の花,夏
3033,3249,わが末子立つ冬麗のギリシアの市場,飯島晴子,冬,冬
3034,3250,ていねいにからだを拭いて黒鯛くふ,飯島晴子,黒鯛,夏
3035,3251,鴬に蔵をつめたくしておかむ,飯島晴子,鶯,春
3036,3252,かげろふの坂下りてくる大あたま,飯島晴子,蜻蛉,春
3037,3253,春田のなかしきりに勇気勇気といふ,飯島晴子,春田,春
3038,3254,月光の象番にならぬかといふ,飯島晴子,月,秋
3039,3256,先頭を行くことにして黴の花,飯島晴子,黴の花,夏
3040,3257,恋ともちがふ紅葉の岸をともにして,飯島晴子,紅葉,秋
3041,3258,自転車で鳩分けてゆく恵方かな,飯島晴子,恵方,新年
3042,3259,一徹の弘法麦の穂なりけり,飯島晴子,麦の穂,秋
3043,3260,金蠅も銀蠅も来よ鬱頭,飯島晴子,蠅,夏
3044,3261,金屏風何とすばやくたたむこと,飯島晴子,屏風,冬
3045,3262,八頭いづこより刃を入るるとも,飯島晴子,八頭,秋
3046,3263,竹植ゑてそれは奇麗に歩いて行く,飯島晴子,竹植う,夏
3047,3264,死ぬ人の大わがままと初蛙,飯島晴子,初蛙,春
3048,3265,螢の夜老い放題に老いんとする,飯島晴子,蛍,夏
3049,3266,凍蝶を過のごと瓶に飼ふ,飯島晴子,凍蝶,冬
3050,3267,土筆飯ならば少々神妙に,飯島晴子,土筆,春
3051,3268,いつまでもかくれてゐたく萩青し,飯島晴子,萩青し,夏
3052,3269,寒晴やあはれ舞妓の背の高き,飯島晴子,寒晴,冬
3053,3270,男らの汚れるまへの祭足袋,飯島晴子,祭足袋,夏
3054,3271,らしくともらしくなしとも猪の跡,飯島晴子,猪,秋
3055,3272,冬虹のいま身に叶ふ淡さかな,飯島晴子,冬虹,冬
3056,3274,はんざきの傷くれなゐにひらく夜,飯島晴子,はんざき,夏
3057,3275,寂しいは寂しいですと春霰,飯島晴子,春霰,春
3058,3276,今頃は桜吹雪の夫の墓,飯島晴子,桜,春
3059,3277,十薬の蕊高くわが荒野なり,飯島晴子,十薬,夏
3060,3278,白髪の乾く早さよ小鳥来る,飯島晴子,小鳥来る,秋
3061,3279,拝みたき卒寿のふぐり春の風,飯島晴子,春の風,春
3062,3280,さつきから夕立の端にゐるらしき,飯島晴子,夕立,夏
3063,3281,弱音吐かなくて何吐く雲の峰,飯島晴子,雲の峰,夏
3064,3282,昼顔は誰も来ないでほしくて咲く,飯島晴子,昼顔,夏
3065,3283,穴惑刃の如く若かりき,飯島晴子,穴惑,秋
3066,3284,飯どきや亀の鳴かうと鳴くまいと,飯島晴子,亀鳴く,春
3067,3285,翔べよ翔べ老人ホームの干布団,飯島晴子,布団,冬
3068,3287,許せないものはまくなぎぐらゐかな,飯島晴子,蠛蠓,夏
3069,3288,蓑虫の蓑あまりにもありあはせ,飯島晴子,蓑虫,秋
3070,3289,年迎ふ鈴を惜まず三番叟,飯島晴子,年迎ふ,冬
